Row,multiply_type,nr_c,dot_product_length,num_vfops
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_2,cmat_mulx_avx_stripmine,9,2,63
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_3,cmat_mulx_avx_stripmine,9,3,99
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_4,cmat_mulx_avx_stripmine,9,4,135
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_5,cmat_mulx_avx_stripmine,9,5,171
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_6,cmat_mulx_avx_stripmine,9,6,207
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_7,cmat_mulx_avx_stripmine,9,7,243
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_8,cmat_mulx_avx_stripmine,9,8,279
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_9,cmat_mulx_avx_stripmine,9,9,315
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_10,cmat_mulx_avx_stripmine,9,10,351
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_11,cmat_mulx_avx_stripmine,9,11,387
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_12,cmat_mulx_avx_stripmine,9,12,423
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_13,cmat_mulx_avx_stripmine,9,13,459
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_14,cmat_mulx_avx_stripmine,9,14,495
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_15,cmat_mulx_avx_stripmine,9,15,531
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_16,cmat_mulx_avx_stripmine,9,16,567
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_17,cmat_mulx_avx_stripmine,9,17,603
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_18,cmat_mulx_avx_stripmine,9,18,639
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_19,cmat_mulx_avx_stripmine,9,19,675
cmat_mulx_avx_stripmine_nr_c_9_dot_product_length_20,cmat_mulx_avx_stripmine,9,20,711
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_2,cmat_mulx_avx_stripmine,10,2,70
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_3,cmat_mulx_avx_stripmine,10,3,110
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_4,cmat_mulx_avx_stripmine,10,4,150
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_5,cmat_mulx_avx_stripmine,10,5,190
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_6,cmat_mulx_avx_stripmine,10,6,230
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_7,cmat_mulx_avx_stripmine,10,7,270
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_8,cmat_mulx_avx_stripmine,10,8,310
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_9,cmat_mulx_avx_stripmine,10,9,350
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_10,cmat_mulx_avx_stripmine,10,10,390
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_11,cmat_mulx_avx_stripmine,10,11,430
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_12,cmat_mulx_avx_stripmine,10,12,470
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_13,cmat_mulx_avx_stripmine,10,13,510
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_14,cmat_mulx_avx_stripmine,10,14,550
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_15,cmat_mulx_avx_stripmine,10,15,590
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_16,cmat_mulx_avx_stripmine,10,16,630
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_17,cmat_mulx_avx_stripmine,10,17,670
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_18,cmat_mulx_avx_stripmine,10,18,710
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_19,cmat_mulx_avx_stripmine,10,19,750
cmat_mulx_avx_stripmine_nr_c_10_dot_product_length_20,cmat_mulx_avx_stripmine,10,20,790
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_2,cmat_mulx_avx_stripmine,11,2,77
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_3,cmat_mulx_avx_stripmine,11,3,121
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_4,cmat_mulx_avx_stripmine,11,4,165
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_5,cmat_mulx_avx_stripmine,11,5,209
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_6,cmat_mulx_avx_stripmine,11,6,253
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_7,cmat_mulx_avx_stripmine,11,7,297
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_8,cmat_mulx_avx_stripmine,11,8,341
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_9,cmat_mulx_avx_stripmine,11,9,385
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_10,cmat_mulx_avx_stripmine,11,10,429
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_11,cmat_mulx_avx_stripmine,11,11,473
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_12,cmat_mulx_avx_stripmine,11,12,517
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_13,cmat_mulx_avx_stripmine,11,13,561
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_14,cmat_mulx_avx_stripmine,11,14,605
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_15,cmat_mulx_avx_stripmine,11,15,649
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_16,cmat_mulx_avx_stripmine,11,16,693
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_17,cmat_mulx_avx_stripmine,11,17,737
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_18,cmat_mulx_avx_stripmine,11,18,781
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_19,cmat_mulx_avx_stripmine,11,19,825
cmat_mulx_avx_stripmine_nr_c_11_dot_product_length_20,cmat_mulx_avx_stripmine,11,20,869
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_2,cmat_mulx_avx_stripmine,12,2,84
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_3,cmat_mulx_avx_stripmine,12,3,132
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_4,cmat_mulx_avx_stripmine,12,4,180
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_5,cmat_mulx_avx_stripmine,12,5,228
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_6,cmat_mulx_avx_stripmine,12,6,276
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_7,cmat_mulx_avx_stripmine,12,7,324
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_8,cmat_mulx_avx_stripmine,12,8,372
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_9,cmat_mulx_avx_stripmine,12,9,420
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_10,cmat_mulx_avx_stripmine,12,10,468
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_11,cmat_mulx_avx_stripmine,12,11,516
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_12,cmat_mulx_avx_stripmine,12,12,564
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_13,cmat_mulx_avx_stripmine,12,13,612
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_14,cmat_mulx_avx_stripmine,12,14,660
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_15,cmat_mulx_avx_stripmine,12,15,708
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_16,cmat_mulx_avx_stripmine,12,16,756
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_17,cmat_mulx_avx_stripmine,12,17,804
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_18,cmat_mulx_avx_stripmine,12,18,852
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_19,cmat_mulx_avx_stripmine,12,19,900
cmat_mulx_avx_stripmine_nr_c_12_dot_product_length_20,cmat_mulx_avx_stripmine,12,20,948
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_2,cmat_mulx_avx_stripmine,13,2,91
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_3,cmat_mulx_avx_stripmine,13,3,143
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_4,cmat_mulx_avx_stripmine,13,4,195
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_5,cmat_mulx_avx_stripmine,13,5,247
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_6,cmat_mulx_avx_stripmine,13,6,299
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_7,cmat_mulx_avx_stripmine,13,7,351
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_8,cmat_mulx_avx_stripmine,13,8,403
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_9,cmat_mulx_avx_stripmine,13,9,455
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_10,cmat_mulx_avx_stripmine,13,10,507
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_11,cmat_mulx_avx_stripmine,13,11,559
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_12,cmat_mulx_avx_stripmine,13,12,611
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_13,cmat_mulx_avx_stripmine,13,13,663
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_14,cmat_mulx_avx_stripmine,13,14,715
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_15,cmat_mulx_avx_stripmine,13,15,767
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_16,cmat_mulx_avx_stripmine,13,16,819
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_17,cmat_mulx_avx_stripmine,13,17,871
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_18,cmat_mulx_avx_stripmine,13,18,923
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_19,cmat_mulx_avx_stripmine,13,19,975
cmat_mulx_avx_stripmine_nr_c_13_dot_product_length_20,cmat_mulx_avx_stripmine,13,20,1027
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_2,cmat_mulx_avx_stripmine,14,2,98
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_3,cmat_mulx_avx_stripmine,14,3,154
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_4,cmat_mulx_avx_stripmine,14,4,210
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_5,cmat_mulx_avx_stripmine,14,5,266
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_6,cmat_mulx_avx_stripmine,14,6,322
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_7,cmat_mulx_avx_stripmine,14,7,378
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_8,cmat_mulx_avx_stripmine,14,8,434
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_9,cmat_mulx_avx_stripmine,14,9,490
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_10,cmat_mulx_avx_stripmine,14,10,546
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_11,cmat_mulx_avx_stripmine,14,11,602
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_12,cmat_mulx_avx_stripmine,14,12,658
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_13,cmat_mulx_avx_stripmine,14,13,714
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_14,cmat_mulx_avx_stripmine,14,14,770
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_15,cmat_mulx_avx_stripmine,14,15,826
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_16,cmat_mulx_avx_stripmine,14,16,882
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_17,cmat_mulx_avx_stripmine,14,17,938
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_18,cmat_mulx_avx_stripmine,14,18,994
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_19,cmat_mulx_avx_stripmine,14,19,1050
cmat_mulx_avx_stripmine_nr_c_14_dot_product_length_20,cmat_mulx_avx_stripmine,14,20,1106
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_2,cmat_mulx_avx_stripmine,15,2,105
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_3,cmat_mulx_avx_stripmine,15,3,165
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_4,cmat_mulx_avx_stripmine,15,4,225
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_5,cmat_mulx_avx_stripmine,15,5,285
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_6,cmat_mulx_avx_stripmine,15,6,345
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_7,cmat_mulx_avx_stripmine,15,7,405
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_8,cmat_mulx_avx_stripmine,15,8,465
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_9,cmat_mulx_avx_stripmine,15,9,525
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_10,cmat_mulx_avx_stripmine,15,10,585
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_11,cmat_mulx_avx_stripmine,15,11,645
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_12,cmat_mulx_avx_stripmine,15,12,705
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_13,cmat_mulx_avx_stripmine,15,13,765
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_14,cmat_mulx_avx_stripmine,15,14,825
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_15,cmat_mulx_avx_stripmine,15,15,885
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_16,cmat_mulx_avx_stripmine,15,16,945
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_17,cmat_mulx_avx_stripmine,15,17,1005
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_18,cmat_mulx_avx_stripmine,15,18,1065
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_19,cmat_mulx_avx_stripmine,15,19,1125
cmat_mulx_avx_stripmine_nr_c_15_dot_product_length_20,cmat_mulx_avx_stripmine,15,20,1185
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_2,cmat_mulx_avx_stripmine,16,2,112
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_3,cmat_mulx_avx_stripmine,16,3,176
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_4,cmat_mulx_avx_stripmine,16,4,240
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_5,cmat_mulx_avx_stripmine,16,5,304
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_6,cmat_mulx_avx_stripmine,16,6,368
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_7,cmat_mulx_avx_stripmine,16,7,432
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_8,cmat_mulx_avx_stripmine,16,8,496
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_9,cmat_mulx_avx_stripmine,16,9,560
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_10,cmat_mulx_avx_stripmine,16,10,624
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_11,cmat_mulx_avx_stripmine,16,11,688
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_12,cmat_mulx_avx_stripmine,16,12,752
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_13,cmat_mulx_avx_stripmine,16,13,816
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_14,cmat_mulx_avx_stripmine,16,14,880
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_15,cmat_mulx_avx_stripmine,16,15,944
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_16,cmat_mulx_avx_stripmine,16,16,1008
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_17,cmat_mulx_avx_stripmine,16,17,1072
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_18,cmat_mulx_avx_stripmine,16,18,1136
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_19,cmat_mulx_avx_stripmine,16,19,1200
cmat_mulx_avx_stripmine_nr_c_16_dot_product_length_20,cmat_mulx_avx_stripmine,16,20,1264
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_2,cmat_mulx_avx_stripmine,17,2,119
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_3,cmat_mulx_avx_stripmine,17,3,187
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_4,cmat_mulx_avx_stripmine,17,4,255
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_5,cmat_mulx_avx_stripmine,17,5,323
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_6,cmat_mulx_avx_stripmine,17,6,391
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_7,cmat_mulx_avx_stripmine,17,7,459
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_8,cmat_mulx_avx_stripmine,17,8,527
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_9,cmat_mulx_avx_stripmine,17,9,595
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_10,cmat_mulx_avx_stripmine,17,10,663
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_11,cmat_mulx_avx_stripmine,17,11,731
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_12,cmat_mulx_avx_stripmine,17,12,799
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_13,cmat_mulx_avx_stripmine,17,13,867
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_14,cmat_mulx_avx_stripmine,17,14,935
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_15,cmat_mulx_avx_stripmine,17,15,1003
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_16,cmat_mulx_avx_stripmine,17,16,1071
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_17,cmat_mulx_avx_stripmine,17,17,1139
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_18,cmat_mulx_avx_stripmine,17,18,1207
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_19,cmat_mulx_avx_stripmine,17,19,1275
cmat_mulx_avx_stripmine_nr_c_17_dot_product_length_20,cmat_mulx_avx_stripmine,17,20,1343
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_2,cmat_mulx_avx_stripmine,18,2,126
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_3,cmat_mulx_avx_stripmine,18,3,198
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_4,cmat_mulx_avx_stripmine,18,4,270
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_5,cmat_mulx_avx_stripmine,18,5,342
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_6,cmat_mulx_avx_stripmine,18,6,414
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_7,cmat_mulx_avx_stripmine,18,7,486
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_8,cmat_mulx_avx_stripmine,18,8,558
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_9,cmat_mulx_avx_stripmine,18,9,630
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_10,cmat_mulx_avx_stripmine,18,10,702
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_11,cmat_mulx_avx_stripmine,18,11,774
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_12,cmat_mulx_avx_stripmine,18,12,846
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_13,cmat_mulx_avx_stripmine,18,13,918
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_14,cmat_mulx_avx_stripmine,18,14,990
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_15,cmat_mulx_avx_stripmine,18,15,1062
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_16,cmat_mulx_avx_stripmine,18,16,1134
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_17,cmat_mulx_avx_stripmine,18,17,1206
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_18,cmat_mulx_avx_stripmine,18,18,1278
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_19,cmat_mulx_avx_stripmine,18,19,1350
cmat_mulx_avx_stripmine_nr_c_18_dot_product_length_20,cmat_mulx_avx_stripmine,18,20,1422
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_2,cmat_mulx_avx_stripmine,19,2,133
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_3,cmat_mulx_avx_stripmine,19,3,209
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_4,cmat_mulx_avx_stripmine,19,4,285
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_5,cmat_mulx_avx_stripmine,19,5,361
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_6,cmat_mulx_avx_stripmine,19,6,437
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_7,cmat_mulx_avx_stripmine,19,7,513
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_8,cmat_mulx_avx_stripmine,19,8,589
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_9,cmat_mulx_avx_stripmine,19,9,665
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_10,cmat_mulx_avx_stripmine,19,10,741
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_11,cmat_mulx_avx_stripmine,19,11,817
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_12,cmat_mulx_avx_stripmine,19,12,893
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_13,cmat_mulx_avx_stripmine,19,13,969
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_14,cmat_mulx_avx_stripmine,19,14,1045
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_15,cmat_mulx_avx_stripmine,19,15,1121
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_16,cmat_mulx_avx_stripmine,19,16,1197
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_17,cmat_mulx_avx_stripmine,19,17,1273
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_18,cmat_mulx_avx_stripmine,19,18,1349
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_19,cmat_mulx_avx_stripmine,19,19,1425
cmat_mulx_avx_stripmine_nr_c_19_dot_product_length_20,cmat_mulx_avx_stripmine,19,20,1501
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_2,cmat_mulx_avx_stripmine,20,2,140
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_3,cmat_mulx_avx_stripmine,20,3,220
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_4,cmat_mulx_avx_stripmine,20,4,300
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_5,cmat_mulx_avx_stripmine,20,5,380
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_6,cmat_mulx_avx_stripmine,20,6,460
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_7,cmat_mulx_avx_stripmine,20,7,540
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_8,cmat_mulx_avx_stripmine,20,8,620
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_9,cmat_mulx_avx_stripmine,20,9,700
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_10,cmat_mulx_avx_stripmine,20,10,780
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_11,cmat_mulx_avx_stripmine,20,11,860
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_12,cmat_mulx_avx_stripmine,20,12,940
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_13,cmat_mulx_avx_stripmine,20,13,1020
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_14,cmat_mulx_avx_stripmine,20,14,1100
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_15,cmat_mulx_avx_stripmine,20,15,1180
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_16,cmat_mulx_avx_stripmine,20,16,1260
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_17,cmat_mulx_avx_stripmine,20,17,1340
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_18,cmat_mulx_avx_stripmine,20,18,1420
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_19,cmat_mulx_avx_stripmine,20,19,1500
cmat_mulx_avx_stripmine_nr_c_20_dot_product_length_20,cmat_mulx_avx_stripmine,20,20,1580
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_2,cmat_mulx_avx_fma_accumulate,2,2,8
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_3,cmat_mulx_avx_fma_accumulate,2,3,12
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_4,cmat_mulx_avx_fma_accumulate,2,4,16
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_5,cmat_mulx_avx_fma_accumulate,2,5,20
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_6,cmat_mulx_avx_fma_accumulate,2,6,24
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_7,cmat_mulx_avx_fma_accumulate,2,7,28
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_8,cmat_mulx_avx_fma_accumulate,2,8,32
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_9,cmat_mulx_avx_fma_accumulate,2,9,36
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_10,cmat_mulx_avx_fma_accumulate,2,10,40
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_11,cmat_mulx_avx_fma_accumulate,2,11,44
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_12,cmat_mulx_avx_fma_accumulate,2,12,48
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_13,cmat_mulx_avx_fma_accumulate,2,13,52
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_14,cmat_mulx_avx_fma_accumulate,2,14,56
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_15,cmat_mulx_avx_fma_accumulate,2,15,60
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_16,cmat_mulx_avx_fma_accumulate,2,16,64
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_17,cmat_mulx_avx_fma_accumulate,2,17,68
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_18,cmat_mulx_avx_fma_accumulate,2,18,72
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_19,cmat_mulx_avx_fma_accumulate,2,19,76
cmat_mulx_avx_fma_accumulate_nr_c_2_dot_product_length_20,cmat_mulx_avx_fma_accumulate,2,20,80
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_2,cmat_mulx_avx_fma_accumulate,3,2,12
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_3,cmat_mulx_avx_fma_accumulate,3,3,18
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_4,cmat_mulx_avx_fma_accumulate,3,4,24
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_5,cmat_mulx_avx_fma_accumulate,3,5,30
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_6,cmat_mulx_avx_fma_accumulate,3,6,36
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_7,cmat_mulx_avx_fma_accumulate,3,7,42
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_8,cmat_mulx_avx_fma_accumulate,3,8,48
cmat_mulx_avx_fma_accumulate_nr_c_3_dot_product_length_9,cmat_mulx_avx_fma_accumulate,3,9,54
